,product_name,prices,processor brand,processor name,ram,graphic card,operating system
404,"ASUS APU Quad Core E2 E2-6110 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO760T Laptop  (15.6 inch, Black, 2 kg)","₹19,990",AMD,APU Quad Core E2,4 GB,AMD Radeon R2,Windows 10 Home
405,"ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop  (15.6 inch, Transparent Silver, 1.90 kg)","₹26,990",Intel,Pentium Quad Core,4 GB,Intel Integrated UHD 605,Windows 10 Home
406,"ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG722TS Thin and Light Laptop  (13.3 inch, Pine Grey, 1.14 kg, With MS Office)","₹94,990",Intel,Core i7,16 GB,Intel Integrated Iris Xe,Windows 10 Home
407,"HP Spectre x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 13-aw0188TU 2 in 1 Laptop  (13.3 inch, Poseidon Blue, 1.27 kg)","₹1,79,990",Intel,Core i7,16 GB,Intel Integrated Iris Plus,Windows 10 Pro
408,"ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop  (15.6 inch, Transparent Silver, 1.90 kg)","₹26,990",Intel,Pentium Quad Core,4 GB,Intel Integrated UHD 605,Windows 10 Home
409,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
410,"HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3040TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.77 kg, With MS Office)","₹39,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
411,"ASUS Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook  (11.6 inch, Dark Grey, 1.20 Kg)","₹23,999",Intel,Celeron Dual Core,4 GB,Intel Integrated UHD 600,Chrome
412,"acer Nitro Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) AN515-45/AN515-45-R7Z1 Gaming Laptop  (15.6 Inch, Black, 2.4 KG)","₹72,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
413,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)","₹89,840",Intel,Core i5,16 GB,NVIDIA GeForce MX350,Windows 11 Home
414,"DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹47,099",Intel,Core i3,8 GB,Intel Integrated Intel UHD Graphics,Windows 11 Home
415,"MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP76 Leopard 11UG-609IN Gaming Laptop  (17.3 inches, Black, 2.9 kg)","₹1,79,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3070,Windows 10 Home
416,"Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and Light Laptop  (14 Inch, Aurora Green, 1.48 kg)","₹55,990",Intel,Core i7,16 GB,Intel Integrated Iris Plus,Windows 11 Home
417,"ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 with Max-Q) m15R3 Gaming Laptop  (15.6 inch, Lunar Light, 2.5 kg, With MS Office)","₹3,45,340",Intel,Core i9,32 GB,NVIDIA GeForce RTX 2080 with Max-Q,Windows 10 Home
418,"ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti) G533ZX-LN024WS Gaming Laptop  (15.6 inch, Off Black, 2.30 Kg, With MS Office)","₹2,99,940",Intel,Core i9,32 GB,NVIDIA GeForce RTX 3080 Ti,Windows 11 Home
419,"MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-688IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","₹76,990",Intel,Core i7,8 GB,NVIDIA GeForce MX450,Windows 10 Home
420,"Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Noble Red, 1.48 kg)","₹44,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home
421,"ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thin and Light Laptop  (14 inch, Celestial Blue, 1.60 kg, With MS Office)","₹1,24,990",Intel,Core i7,16 GB,NVIDIA GeForce MX250,Windows 10 Home
